state,huc12,name,area_total_ha,area_cropland_ha,area_perennial_ha,pct_cropland,pct_perennial
SD,101401020702,South Creek,5604.8,2241.2,3115.9,40.0,55.6
SD,101401020903,Freeman Dam,5030.3,1332.8,3427.7,26.5,68.1
SD,101401021001,Upper Mitchell Creek,8581.5,2330.4,6032.0,27.2,70.3
SD,101401021002,Mule Creek,10261.3,3361.9,6658.9,32.8,64.9
SD,101401021003,Middle Mitchell Creek,4756.6,1264.2,3381.8,26.6,71.1
SD,101401021004,Burnt Creek,14657.1,7119.4,7049.2,48.6,48.1
SD,101401021101,Nowlin Creek,4445.8,1182.5,3142.1,26.6,70.7
SD,101401021106,Little Prairie Dog Creek,9389.9,4446.7,4753.1,47.4,50.6
SD,101401021201,Upper Dry Creek,12043.9,3821.7,7685.8,31.7,63.8
SD,101401021202,Town of Okaton,4702.1,1594.2,2837.7,33.9,60.3
SD,101401021204,Ash Draw,5689.7,2034.8,3517.8,35.8,61.8
SD,101401021401,Upper Big Prairie Dog Creek,7628.3,5140.7,2276.5,67.4,29.8
SD,101401021402,Lower Big Prairie Dog Creek,9849.4,3225.3,6350.5,32.7,64.5
SD,101401021501,Upper Frozen Man Creek,9025.6,5028.0,3699.6,55.7,41.0
SD,101401021502,Wagonhound Creek,8647.2,4943.5,3267.2,57.2,37.8
SD,101401021503,Alvin Hohrman Dam,5001.2,2662.3,2167.7,53.2,43.3
SD,101401021504,Lower Frozen Man Creek,6892.3,2156.5,4553.9,31.3,66.1
SD,101401021601,Cottonwood Creek,5972.0,4316.0,1521.5,72.3,25.5
SD,101401021602,Upper Plum Creek,12798.1,6928.8,5507.0,54.1,43.0
SD,101401021603,Middle Plum Creek,9153.4,2835.8,6211.1,31.0,67.9
SD,101401021604,Brush Creek,11306.2,3256.3,7820.9,28.8,69.2
SD,101401021701,Upper Lance Creek,8736.4,3101.8,5520.1,35.5,63.2
SD,101401021702,Government Draw,5325.5,2453.7,2803.0,46.1,52.6
SD,101401021801,Osborne Number 2 Dam,5320.1,1786.8,3416.6,33.6,64.2
SD,101401021804,West Branch War Creek,11241.7,3475.2,7524.7,30.9,66.9
SD,101401021901,Upper Willow Creek,7629.9,6403.1,1083.1,83.9,14.2
SD,101401021902,Middle Willow Creek,11790.9,6585.8,4986.6,55.9,42.3
SD,101401022001,Herd Camp Creek,14235.3,5777.9,8122.0,40.6,57.1
SD,101401022004,Ash Creek,5907.1,2042.6,3803.6,34.6,64.4
SD,101401022007,Dry Run,4657.6,2156.4,2405.5,46.3,51.6
SD,101401030101,Money School,7480.9,3346.1,3581.8,44.7,47.9
SD,101401030102,101401030102,5446.4,1722.8,3427.0,31.6,62.9
SD,101401030103,Thomas Lake-Medicine Creek,5807.3,2126.2,3239.5,36.6,55.8
SD,101401030104,R Van Bockle Dam-Medicine Knoll Creek,5238.0,1687.9,3266.7,32.2,62.4
SD,101401030202,Durrstein Lake-Medicine Knoll Creek,10012.2,7390.0,2291.5,73.8,22.9
SD,101401030203,Pleasant Cemetery-Medicine Knoll Creek,7460.3,5421.4,1815.2,72.7,24.3
SD,101401030204,101401030204,10319.7,5022.3,4878.9,48.7,47.3
SD,101401030205,Walker Lake,9831.0,5014.6,4334.9,51.0,44.1
SD,101401030206,Buffalo School-Medicine Knoll Creek,8512.0,6393.5,1728.2,75.1,20.3
SD,101401030207,Town of Holabird,5809.3,4965.6,503.2,85.5,8.7
SD,101401030208,Town of Harrold,6102.6,4705.6,994.6,77.1,16.3
SD,101401030209,101401030209,4398.6,4137.7,136.5,94.1,3.1
SD,101401030210,Post Lake,7894.4,7072.6,599.3,89.6,7.6
SD,101401030211,101401030211-Medicine Knoll Creek,12591.3,9046.2,3214.9,71.8,25.5
SD,101401030301,Headwaters South Fork Medicine Knoll Creek,9396.3,3562.8,4095.4,37.9,43.6
SD,101401030302,W J Amussen Dam-South Fork Medicine Knoll Creek,10221.4,7649.7,1950.8,74.8,19.1
SD,101401030303,Woodruff Lake-South Fork Medicine Knoll Creek,9991.9,6065.6,3497.4,60.7,35.0
SD,101401030304,Outlet South Fork Medicine Knoll Creek,7483.1,5125.9,2057.0,68.5,27.5
SD,101401030401,Lincoln School,10908.9,9529.3,908.3,87.4,8.3
SD,101401030402,101401030402,10501.0,9599.3,523.9,91.4,5.0
SD,101401030403,Pearl English Crain Number 1 Dam,5462.9,3984.0,1210.3,72.9,22.2
SD,101401030404,Gumbo Flat,4012.2,3519.5,322.0,87.7,8.0
SD,101401030405,Medicine Knoll-Medicine Knoll Creek,9708.5,4611.9,4687.1,47.5,48.3
SD,101401030406,Lake Chesley-Medicine Knoll Creek,9389.1,4478.5,4610.5,47.7,49.1
SD,101401030407,Elm Draw-Medicine Knoll Creek,9611.9,5140.7,4166.6,53.5,43.3
SD,101401040101,Headwaters Medicine Creek,6348.8,2758.0,3183.0,43.4,50.1
SD,101401040102,Lintvedt Number 1 Dam-Medicine Creek,7114.9,2345.3,4439.6,33.0,62.4
SD,101401040103,Vivian Dam-Medicine Creek,9152.2,2767.1,5876.5,30.2,64.2
SD,101401040104,Upper North Fork Medicine Creek,6323.3,3289.0,2756.7,52.0,43.6
SD,101401040105,Lower North Fork Medicine Creek,6886.4,1775.2,4974.8,25.8,72.2
SD,101401040107,Vivian Cemetery-Medicine Creek,11958.1,3928.0,7406.5,32.8,61.9
SD,101401040203,Knudson Dam,9184.9,4630.2,4315.8,50.4,47.0
SD,101401040204,Lower Stony Butte Creek,5801.8,3853.3,1747.3,66.4,30.1
SD,101401040205,Will Dam-Medicine Creek,8023.8,3536.4,3966.3,44.1,49.4
SD,101401040206,Brakke Dam,6474.5,4379.0,1822.5,67.6,28.1
SD,101401040207,Nail Creek,10816.5,6831.4,3584.0,63.2,33.1
SD,101401040208,Kennebec Lake-Medicine Creek,10677.1,7393.5,2804.1,69.2,26.3
SD,101401040301,City of Kennebec-Medicine Creek,4301.2,2148.1,1823.4,49.9,42.4
SD,101401040302,Grouse Creek,9517.3,5849.5,3317.2,61.5,34.9
SD,101401040303,Dorman Dam-Medicine Creek,10550.9,4251.9,5933.0,40.3,56.2
SD,101401040304,101401040304,6976.4,2954.0,3827.3,42.3,54.9
SD,101401050101,Spring Lake,7236.4,2483.7,3193.4,34.3,44.1
SD,101401050102,Wall Lake,7121.8,2234.8,3897.4,31.4,54.7
SD,101401050103,A Heezen Dam,4621.9,1576.3,2294.7,34.1,49.6
SD,101401050104,Abernathy Dam,4300.2,1086.2,2959.3,25.3,68.8
SD,101401050105,Hayes Stockwater Dam-Crow Creek,10301.1,3645.0,5511.6,35.4,53.5
SD,101401050107,Rempfer Lake,4119.9,1617.8,2093.0,39.3,50.8
SD,101401050108,Knight Dam-Crow Creek,10368.6,4104.4,5420.5,39.6,52.3
SD,101401050203,Cedar Cemetery,6105.6,2189.3,3137.3,35.9,51.4
SD,101401050206,Sand Creek-Elm Creek,6768.8,2038.9,4470.3,30.1,66.0
SD,101401050301,Collins Slough,11684.6,5447.3,4073.0,46.6,34.9
SD,101401050401,Long Lake-Smith Creek,7817.2,2434.2,2728.0,31.1,34.9
SD,101401050402,Hope Cemetery-Smith Creek,12505.7,5651.8,3169.8,45.2,25.3
SD,101401050405,101401050405,4731.3,2046.9,1123.6,43.3,23.7
SD,101401050406,Jones Lake,6737.4,3071.7,227.0,45.6,3.4
SD,101401050407,Town of Lyonville-Smith Creek,7779.5,2646.9,1577.9,34.0,20.3
SD,101401050408,Sobek Lake,6206.0,2668.1,413.1,43.0,6.7
SD,101401050409,Gruenig Dam-Smith Creek,8520.0,3376.8,2470.9,39.6,29.0
SD,101401050410,Schaub Dam-Smith Creek,11883.5,5055.8,5956.6,42.5,50.1
SD,101401050502,101401050502,6415.6,1770.9,4306.9,27.6,67.1
SD,101401050503,Town of Spring Valley Colony,9431.9,3757.6,4857.5,39.8,51.5
SD,101401050504,Fuegan Brothers Dam-Crow Creek,11442.9,4163.0,6278.2,36.4,54.9
SD,101401050505,101401050505,3415.4,1521.2,1582.3,44.5,46.3
SD,101401050506,Dry Run-Crow Creek,9607.4,4027.7,5111.7,41.9,53.2
SD,101402011901,Upper Cottonwood Creek,7542.6,2007.1,2017.5,26.6,26.7
SD,101402020301,Headwaters Bear-in-the-Lodge Creek,10834.2,5981.6,4245.6,55.2,39.2
SD,101402020303,Upper Spring Creek,11979.8,4588.8,6777.8,38.3,56.6
SD,101402020304,Lower Spring Creek,8112.2,2674.6,5247.8,33.0,64.7
SD,101402020806,West Cottonwood Creek,6104.4,1817.0,2469.7,29.8,40.5
SD,101402021003,Lower Settin Up Creek,8011.1,2240.0,5449.9,28.0,68.0
SD,101402030103,Lower Stinking Water Creek,11672.4,4318.8,7062.7,37.0,60.5
SD,101402030104,101402030104-Little White River,8975.7,4573.9,4231.6,51.0,47.1
SD,101402030201,Emma Springs-Little White River,12306.3,7151.3,4763.0,58.1,38.7
SD,101402030203,Town of Martin-Little White River,12685.4,6685.6,5615.8,52.7,44.3
SD,101402030208,Lower Lake Creek,3717.0,1334.7,2106.5,35.9,56.7
SD,101402030209,Deadmans Lake-Little White River,10398.5,3699.2,6048.1,35.6,58.2
SD,101402030301,England School-Little White River,5593.9,2278.9,3169.2,40.7,56.7
SD,101402030504,Upper Gray Eagletail Creek,4671.5,1531.3,2801.9,32.8,60.0
SD,101402030505,Lower Gray Eagletail Creek,6743.6,2243.3,3912.5,33.3,58.0
SD,101402040104,Kaiser Creek,4499.1,1126.0,3256.4,25.0,72.4
SD,101402040305,Williams Creek,13581.2,5431.1,7803.4,40.0,57.5
SD,101402040403,White Horse Creek,8001.4,2166.9,5623.7,27.1,70.3
SD,101402040404,De Bell Creek,8097.8,2864.4,4979.8,35.4,61.5
SD,101402040405,McChesneys Creek-Oak Creek,13406.5,5207.2,7904.6,38.8,59.0
SD,101402040503,Lower Butte Creek,8380.5,2612.3,5437.6,31.2,64.9
SD,101402040601,Upper Cottonwood Creek,11273.8,3279.8,7616.7,29.1,67.6
SD,101402040602,Town of Jordan Junction,6295.2,2970.4,3049.5,47.2,48.4
SD,101402040603,Middle Cottonwood Creek,9984.6,4640.8,4974.2,46.5,49.8
SD,101402040604,Two Nation Creek,13769.7,6750.7,6324.9,49.0,45.9
SD,101402040701,Sedlano Creek,9864.3,3477.8,6176.5,35.3,62.6
SD,101402040703,Upper Mission Creek,6510.5,3411.7,2856.9,52.4,43.9
SD,101402040704,Lower Mission Creek,7019.2,3309.2,3543.1,47.1,50.5
SD,101402040705,Floyd Sletto Dam-White River,7076.2,2235.5,4495.9,31.6,63.5
SD,101402040801,Headwaters Dog Ear Creek,14019.6,3644.0,9949.9,26.0,71.0
SD,101402040803,City of Winner-Dog Ear Creek,6978.0,3315.3,2611.0,47.5,37.4
SD,101402040804,Hollow Creek,10323.8,4919.8,4945.8,47.7,47.9
SD,101402040805,Town of Ideal-Dog Ear Creek,6516.5,3400.1,2810.9,52.2,43.1
SD,101402040806,Owl Creek,14911.0,9770.0,4328.0,65.5,29.0
SD,101402040901,Sand Creek,8555.7,2844.3,5195.2,33.2,60.7
SD,101402040902,Headwaters Thunder Creek,12451.2,5300.5,6611.3,42.6,53.1
SD,101402040903,Bradleyon Butte-Thunder Creek,12345.9,5030.1,6644.2,40.7,53.8
SD,101402040904,Bloom Dam,5454.2,3341.0,1881.4,61.3,34.5
SD,101402041001,Mill Iron Creek,10773.7,6363.6,4045.7,59.1,37.6
SD,101402041002,Bruck Herman Dam-White River,8889.3,3147.1,5346.5,35.4,60.1
SD,101402041004,Davis Creek,8288.8,4689.1,3389.0,56.6,40.9
SD,101402041101,Upper No Moccasin Creek,8937.3,4565.7,3687.5,51.1,41.3
SD,101402041102,Middle No Moccasin Creek,8633.2,4095.8,3708.2,47.4,43.0
SD,101402041201,Black Dog Creek,10979.5,3499.7,5399.3,31.9,49.2
SD,101402041202,Bad Creek-White River,11037.0,2931.9,7611.8,26.6,69.0
SD,101402041203,Red Butte Creek,8910.5,3542.1,5075.6,39.8,57.0
SD,101500060101,Headwaters Antelope Creek,10275.7,3419.9,6628.2,33.3,64.5
SD,101500060107,Hidden Timber Dam-Antelope Creek,7102.8,1810.9,5150.6,25.5,72.5
SD,101500060505,Middle Willow Creek,6296.1,1774.1,4319.8,28.2,68.6
SD,101600031407,Mud Lake Reservoir-James River,7232.3,2422.2,2425.7,33.5,33.5
SD,101600031408,Lakeview School,13843.5,8797.9,842.5,63.6,6.1
SD,101600031409,Town of Barnard,12630.7,6979.3,1517.8,55.3,12.0
SD,101600031410,Ranthun School,9714.6,7407.2,587.7,76.2,6.0
SD,101600031411,Columbia Road Reservoir-James River,15601.0,7943.6,2361.6,50.9,15.1
SD,101600031502,Opitz Lake,15414.7,5203.6,5396.0,33.8,35.0
SD,101600031503,Town of Eden,6332.4,2264.9,2626.2,35.8,41.5
SD,101600031601,Uppper Crow Creek,15512.3,7043.6,4875.1,45.4,31.4
SD,101600031603,Dayton - Crow Creek Ditch,10057.7,7235.4,1173.5,71.9,11.7
SD,101600031604,Middle Crow Creek,15961.9,10808.6,1883.2,67.7,11.8
SD,101600031701,Town of Langford,11337.2,4822.0,3553.3,42.5,31.3
SD,101600031702,Alberts Lake,13548.5,6574.9,4007.6,48.5,29.6
SD,101600031703,Upper Newport-Weston Ditch,10496.6,5879.7,2421.6,56.0,23.1
SD,101600031704,Lower Newport-Weston Ditch,4966.8,4147.8,227.2,83.5,4.6
SD,101600031803,Lower Crow Creek,13434.5,7336.3,2465.5,54.6,18.4
SD,101600031805,Middle Crow Creek Drainage Ditch,9762.3,6828.3,1204.8,69.9,12.3
SD,101600031806,Lower Crow Creek Drainage Ditch,10368.0,7280.8,1128.5,70.2,10.9
SD,101600031807,James School,8266.5,5302.1,1477.2,64.1,17.9
SD,101600031808,Outlet Crow Creek Drainage Ditch,12727.2,9722.7,1341.3,76.4,10.5
SD,101600031902,City of Leola-Foot Creek,8320.1,3949.2,1486.3,47.5,17.9
SD,101600031903,Town of Wetonka-Foot Creek,6720.6,2460.3,662.5,36.6,9.9
SD,101600031904,Richmond Lake,7891.9,2772.9,317.0,35.1,4.0
SD,101600031905,Richmond Lake-Foot Creek,11306.5,4931.0,931.7,43.6,8.2
SD,101600031906,Outlet Foot Creek,7509.2,4094.5,308.5,54.5,4.1
SD,101600032001,Headwaters Moccasin Creek,4850.0,3141.4,275.2,64.8,5.7
SD,101600032002,Alkali Lake-Moccasin Creek,13277.9,7274.2,659.8,54.8,5.0
SD,101600032003,Town of Rudolph-Moccasin Creek,6813.2,4301.0,335.9,63.1,4.9
SD,101600032004,Town of Warner-Moccasin Creek,13359.0,11801.8,307.3,88.3,2.3
SD,101600032005,Outlet Moccasin Creek,11379.7,9291.8,800.1,81.7,7.0
SD,101600032101,Town of Putney,12076.6,10873.1,427.7,90.0,3.5
SD,101600032102,Town of Bath,5174.6,4367.5,347.6,84.4,6.7
SD,101600032103,Putney Slough-James River,15365.8,8836.6,4443.3,57.5,28.9
SD,101600032104,Town of Stratford-James River,14253.6,10617.1,2553.4,74.5,17.9
SD,101600040507,101600040507,6134.5,2146.9,1541.3,35.0,25.1
SD,101600040701,Upper Willow Creek,12483.7,4368.1,5511.7,35.0,44.2
SD,101600040702,Middle Willow Creek,7768.0,2703.1,1531.7,34.8,19.7
SD,101600040703,Upper Dry Run,12884.4,3277.6,4648.7,25.4,36.1
SD,101600040704,Lower Dry Run,5265.3,2448.3,342.0,46.5,6.5
SD,101600040705,Lower Willow Creek,10763.9,4578.7,685.7,42.5,6.4
SD,101600040801,101600040801-Elm River,12458.6,5416.1,811.4,43.5,6.5
SD,101600040802,Kruse Dam-Elm River,5941.3,3744.5,217.1,63.0,3.7
SD,101600040803,Outlet Elm River,9153.0,6782.7,502.5,74.1,5.5
SD,101600050101,Antelope Creek,9865.4,5543.3,2708.5,56.2,27.5
SD,101600050102,Homer Cemetery,12044.1,9254.8,695.6,76.8,5.8
SD,101600050103,Free Mission Cemetery,13169.3,9198.8,1202.1,69.9,9.1
SD,101600050104,Town of Pierpont,7298.3,5995.3,211.0,82.1,2.9
SD,101600050105,Town of Groton,10215.0,8198.5,638.5,80.3,6.3
SD,101600050201,Lynn Lake,15377.2,6658.9,4260.4,43.3,27.7
SD,101600050202,Pierpont Lake,8665.0,5878.8,1346.1,67.8,15.5
SD,101600050203,Holmquist Slough,6923.2,4039.8,963.1,58.4,13.9
SD,101600050204,School Number 180,9037.0,6294.9,755.5,69.7,8.4
SD,101600050205,Town of Andover,14469.0,9970.9,943.4,68.9,6.5
SD,101600050301,Buchner Slough,20608.5,11032.6,4274.6,53.5,20.7
SD,101600050302,Town of Butler,9659.2,7052.3,880.9,73.0,9.1
SD,101600050303,Town of Lily,14902.5,10058.4,1225.7,67.5,8.2
SD,101600050304,101600050304,5754.0,2381.8,2335.2,41.4,40.6
SD,101600050305,Amsden Lake-Mud Creek,11158.4,6220.9,3292.1,55.8,29.5
SD,101600050306,Pigors Lake-Mud Creek,12476.9,8239.3,853.1,66.0,6.8
SD,101600050401,Groton Municipal Airport,9202.9,8382.4,122.8,91.1,1.3
SD,101600050402,Town of Stratford,6461.9,5900.6,133.6,91.3,2.1
SD,101600050403,Lone Star School-Mud Creek,8845.6,7797.3,159.8,88.1,1.8
SD,101600050404,Outlet Mud Creek,10958.7,9834.0,378.3,89.7,3.5
SD,101600060101,Town of Verdon,8936.2,6350.8,484.4,71.1,5.4
SD,101600060102,Town of Randolph-Dry Run,14346.4,12320.7,482.7,85.9,3.4
SD,101600060103,101600060103-Dry Run,14898.2,13313.2,117.4,89.4,0.8
SD,101600060104,Clifton Cemetery-Dry Run,8553.9,7156.4,64.6,83.7,0.8
SD,101600060105,Outlet Dry Run,8604.9,6210.5,261.8,72.2,3.0
SD,101600060201,Scotland Cemetery,6199.2,2994.4,1537.2,48.3,24.8
SD,101600060202,City of Conde,10440.3,8078.9,393.7,77.4,3.8
SD,101600060203,Sweetwater Lake,15547.1,5747.8,5609.1,37.0,36.1
SD,101600060204,Mallard Slough,8179.0,2607.3,3873.1,31.9,47.4
SD,101600060205,101600060205,11604.2,5154.9,3694.5,44.4,31.8
SD,101600060206,101600060206,15174.0,8114.9,1845.2,53.5,12.2
SD,101600060301,Clark Center Church,15567.1,8008.2,2229.3,51.4,14.3
SD,101600060302,Town of Raymond,8011.3,5215.1,541.7,65.1,6.8
SD,101600060303,Town of Turton-Timber Creek,8163.0,5094.6,299.0,62.4,3.7
SD,101600060304,101600060304-Timber Creek,8814.0,6531.9,248.2,74.1,2.8
SD,101600060305,Horseshoe Lake-Timber Creek,10735.4,8498.8,208.0,79.2,1.9
SD,101600060306,Town of Doland,8953.2,5943.5,341.5,66.4,3.8
SD,101600060307,Doland Ridge,13985.8,9466.9,747.0,67.7,5.3
SD,101600060308,Happy Hollow School,11455.6,8733.1,194.3,76.2,1.7
SD,101600060309,Outlet Timber Creek,7085.9,5751.0,86.8,81.2,1.2
SD,101600060401,Sausoman School-James River,10539.4,7986.4,1681.7,75.8,16.0
SD,101600060402,Town of Gallup,7885.4,6730.6,159.2,85.4,2.0
SD,101600060403,Town of Ashton-James River,6901.0,5028.2,788.1,72.9,11.4
SD,101600060404,Brink School-James River,10713.9,8379.3,340.5,78.2,3.2
SD,101600060405,Rosebud School,3954.2,2674.6,148.4,67.6,3.8
SD,101600060406,Town of Frankfort-James River,5837.1,4163.0,108.5,71.3,1.9
SD,101600060501,Garfield Cemetery,10245.9,5429.9,928.6,53.0,9.1
SD,101600060502,Town of Spottswood,11161.7,7237.9,740.4,64.8,6.6
SD,101600060503,Graceland Cemetery,6482.4,5281.7,214.5,81.5,3.3
SD,101600060504,Redfield Hills,13277.9,7578.7,640.8,57.1,4.8
SD,101600060601,Fordham Dam,10714.7,6725.0,1320.6,62.8,12.3
SD,101600060602,Logan Dam,15292.9,11102.7,726.7,72.6,4.8
SD,101600060603,Headwaters Foster Creek,12050.5,8162.6,772.9,67.7,6.4
SD,101600060604,Piper Lake-Foster Creek,8522.5,6429.5,35.1,75.4,0.4
SD,101600060605,Lake Byron-Foster Creek,16113.3,10585.5,436.1,65.7,2.7
SD,101600060701,Richland Cemetery,9181.7,5570.6,232.4,60.7,2.5
SD,101600060702,Upper Shue Creek,9706.3,7205.0,159.6,74.2,1.6
SD,101600060703,101600060703,11963.8,7823.0,386.1,65.4,3.2
SD,101600060704,Lower Shue Creek,13279.3,9116.5,199.1,68.7,1.5
SD,101600060801,Town of Bonilla,5220.4,2900.1,501.4,55.6,9.6
SD,101600060802,Assembly of God Church,10570.9,6297.5,1176.0,59.6,11.1
SD,101600060803,Town of Broadland,13392.0,7406.5,1208.3,55.3,9.0
SD,101600060804,Ravine Park Lake,13547.5,6267.4,1283.3,46.3,9.5
SD,101600060901,Pearl Lake-Pearl Creek,14365.7,7333.6,3271.0,51.0,22.8
SD,101600060902,East Pearl Creek,5664.9,2372.0,1117.7,41.9,19.7
SD,101600060903,Pearl Creek,11707.9,7682.1,744.3,65.6,6.4
SD,101600060904,City of Wessington-Cain Creek,10761.5,5257.3,1308.8,48.9,12.2
SD,101600060905,101600060905,4382.9,2771.1,376.3,63.2,8.6
SD,101600060906,Fox Lake-Cain Creek,12183.8,6016.9,2259.4,49.4,18.5
SD,101600060907,Town of Wolsey-Cain Creek,10716.0,5690.7,1179.8,53.1,11.0
SD,101600060908,Norwegian Slough,12802.4,6813.0,951.3,53.2,7.4
SD,101600060909,Town of Virgil-Cain Creek,8363.9,3541.7,1112.4,42.3,13.3
SD,101600060910,Outlet Cain Creek,7550.5,4019.4,572.6,53.2,7.6
SD,101600061001,Irving Cemetery,6093.9,4741.4,85.9,77.8,1.4
SD,101600061002,Spink Colony-James River,8664.1,6420.1,238.1,74.1,2.7
SD,101600061003,Lake Dudley-James River,10840.0,7828.3,313.6,72.2,2.9
SD,101600061004,Emmanuel Church,6402.5,4219.1,66.1,65.9,1.0
SD,101600061005,Bethel Church,7769.5,6022.0,373.9,77.5,4.8
SD,101600061006,James Diversion Dam-James River,11199.5,6770.7,240.2,60.5,2.1
SD,101600061007,Hofer School,4488.7,3000.2,48.2,66.8,1.1
SD,101600061008,Lake Cavour,16031.6,9511.9,676.0,59.3,4.2
SD,101600061009,Whittier School-James River,8318.0,5201.5,216.4,62.5,2.6
SD,101600061010,Winter Airfield,7738.6,4545.3,681.4,58.7,8.8
SD,101600061011,Stony Run,8785.9,4156.1,505.1,47.3,5.7
SD,101600061012,City of Huron-James River,8174.1,2734.0,343.4,33.4,4.2
SD,101600061101,Upper Pearl Creek,11252.8,7952.8,207.3,70.7,1.8
SD,101600061102,Middle Pearl Creek,6717.3,4306.1,195.2,64.1,2.9
SD,101600061103,Pearl Creek Colony-Middle Pearl Creek,14650.1,10284.9,187.1,70.2,1.3
SD,101600061104,Upper South Fork Pearl Creek,14049.4,9876.3,192.2,70.3,1.4
SD,101600061105,Middle South Fork Pearl Creek,8899.7,6004.3,85.8,67.5,1.0
SD,101600061106,Lower South Fork Pearl Creek,9060.3,4795.3,354.6,52.9,3.9
SD,101600061107,Lower Pearl Creek,9799.0,6087.1,154.8,62.1,1.6
SD,101600061201,Headwaters Redstone Creek,8902.0,4689.3,271.2,52.7,3.0
SD,101600061202,Lake Agnew-Redstone Creek,9059.0,3813.1,258.7,42.1,2.9
SD,101600061203,Town of Manchester-Redstone Creek,10633.1,5170.9,295.3,48.6,2.8
SD,101600061204,Lake Carthage-Redstone Creek,11390.0,6584.0,193.7,57.8,1.7
SD,101600061205,Upper West Redstone Creek,11868.7,9637.0,75.3,81.2,0.6
SD,101600061206,Lower West Redstone Creek,7300.3,2916.5,592.3,40.0,8.1
SD,101600061207,Norwegian Lutheran Cemetery,7086.8,3746.1,464.8,52.9,6.6
SD,101600061208,Outlet Redstone Creek,12430.4,4892.1,1121.3,39.4,9.0
SD,101600061301,Rose Hill Lake-Sand Creek,9845.6,4634.7,1552.9,47.1,15.8
SD,101600061302,McNair Cemetery-Sand Creek,11416.0,4039.9,3682.7,35.4,32.3
SD,101600061303,Earlville Cemetery,9902.0,2911.0,3526.7,29.4,35.6
SD,101600061304,Upper Silver Creek,12810.9,4285.9,4467.3,33.5,34.9
SD,101600061305,Lower Silver Creek,15202.1,8415.8,1598.2,55.4,10.5
SD,101600061306,Zion Cemetery-Sand Creek,10743.8,4295.3,571.0,40.0,5.3
SD,101600061307,Town of Alpena,8423.5,4483.2,577.4,53.2,6.9
SD,101600061308,Town of Alpena-Sand Creek,8656.9,4204.6,788.1,48.6,9.1
SD,101600061309,Outlet Sand Creek,16399.2,8244.4,1578.7,50.3,9.6
SD,101600061401,Pearl Church-Stony Run,9688.0,3381.6,748.9,34.9,7.7
SD,101600061402,Marsh Creek-James River,9177.5,4779.0,575.1,52.1,6.3
SD,101600061403,Maurer School-James River,7159.1,1902.3,844.4,26.6,11.8
SD,101600061404,101600061404,8662.9,4974.6,288.5,57.4,3.3
SD,101600061405,Rifle Lake,7757.9,2436.5,982.0,31.4,12.7
SD,101600061406,Big Mound-James River,6612.7,1861.2,988.6,28.1,14.9
SD,101600070101,Blank Dam,9310.7,5520.1,1957.0,59.3,21.0
SD,101600070102,Cleveland Dam,6383.3,3247.7,1343.9,50.9,21.1
SD,101600070103,101600070103,8512.1,3115.2,2304.9,36.6,27.1
SD,101600070104,Town of Powell,6847.1,3994.6,501.7,58.3,7.3
SD,101600070105,101600070105,4844.1,3572.0,123.6,73.7,2.6
SD,101600070106,Headwaters North Fork Snake Creek,15787.3,10808.0,1417.3,68.5,9.0
SD,101600070201,Heilman State Public Shooting Area,8714.9,4634.5,2783.6,53.2,31.9
SD,101600070202,Town of Gretna,11684.2,5767.8,4819.7,49.4,41.2
SD,101600070203,Town of Hosmer,8308.0,4830.1,2422.9,58.1,29.2
SD,101600070204,101600070204,5600.2,3944.0,954.7,70.4,17.0
SD,101600070205,Town of Roscoe,10372.9,7701.8,1219.3,74.2,11.8
SD,101600070206,Cloyd Valley Cemetery,7030.5,5005.3,1403.7,71.2,20.0
SD,101600070207,Spring Cemetery,12818.6,5600.5,6049.9,43.7,47.2
SD,101600070208,Alkali Lake,15474.4,9167.6,4785.1,59.2,30.9
SD,101600070209,Saint Jacobs Cemetery,7527.0,4376.0,2729.3,58.1,36.3
SD,101600070210,Steigelmier State Public Shooting Area,9176.3,2830.6,5712.7,30.8,62.3
SD,101600070211,Loyalton Cemetery,8531.7,5362.1,2316.0,62.8,27.1
SD,101600070212,Stafford Lake Dam,12110.0,7570.5,2219.1,62.5,18.3
SD,101600070213,Hamak Lake,13965.8,8140.0,1848.2,58.3,13.2
SD,101600070301,101600070301,6064.9,3756.5,1700.0,61.9,28.0
SD,101600070302,East Sherman School,6258.3,3760.5,1394.4,60.1,22.3
SD,101600070303,Town of Onaka,10180.4,6404.1,1711.7,62.9,16.8
SD,101600070304,Clark Lake,7884.8,5257.9,1148.0,66.7,14.6
SD,101600070305,Lake Cresbard,8170.1,3664.0,993.5,44.8,12.2
SD,101600070401,Saratoga School,9916.6,5408.5,2737.1,54.5,27.6
SD,101600070402,Dry Lake,5099.8,3344.9,203.3,65.6,4.0
SD,101600070403,Millard School,5150.8,3715.5,243.5,72.1,4.7
SD,101600070404,Town of Cresbard-North Fork Snake Creek,6319.2,4984.1,66.1,78.9,1.0
SD,101600080101,101600080101,5134.4,2746.1,1266.9,53.5,24.7
SD,101600080102,Leola Country Club,8589.1,3453.7,2283.9,40.2,26.6
SD,101600080104,Alkali Lake,12709.6,3361.4,7396.1,26.4,58.2
SD,101600080105,Plainview Colony Number Two,8959.9,5903.2,1193.6,65.9,13.3
SD,101600080106,Plainview Colony,8476.1,3500.3,3711.1,41.3,43.8
SD,101600080107,Rosette Lake,8735.9,5521.9,1399.0,63.2,16.0
